,Symbol,Industry
4212,PCT,Environmental Services
4213,RLMD,Pharmaceuticals: Major
4214,VRDN,Pharmaceuticals: Major
4215,TDCX,Information Technology Services
4216,ONCS,Medical/Nursing Services
4217,DOGZ,Consumer Sundries
4218,NCTY,Packaged Software
4219,TIG,Insurance Brokers/Services
4220,APCX,Packaged Software
4221,NKLA,Motor Vehicles
4222,BBIO,Biotechnology
4223,FDMT,Biotechnology
4224,ATTO,Miscellaneous Commercial Services
4225,AVDX,Packaged Software
4226,EDTK,Miscellaneous Commercial Services
4227,XP,Internet Software/Services
4228,OGI,Agricultural Commodities/Milling
4229,DBVT,Pharmaceuticals: Major
4230,GRPN,Internet Retail
4231,WATT,Semiconductors
4232,FPH,Real Estate Development
4233,TNGX,Biotechnology
4234,TCRX,Biotechnology
4235,NISN,Industrial Machinery
4236,DGLY,Miscellaneous Commercial Services
4237,BROS,Food: Specialty/Candy
4238,SND,Construction Materials
4239,SSU,Specialty Stores
4240,UROY,Other Metals/Minerals
4241,LESL,Specialty Stores
4242,UPST,Internet Software/Services
4243,GTEC,Industrial Machinery
4244,BTCS,Regional Banks
4245,NAPA,Food Distributors
4246,VVPR,Electric Utilities
4247,STOK,Biotechnology
4248,CGRN,Electrical Products
4249,ORGN,Chemicals: Specialty
4250,AEMD,Medical Specialties
4251,BASE,Packaged Software
4252,DTEA,Food: Major Diversified
4253,CLLS,Pharmaceuticals: Major
4254,FLYW,Packaged Software
4255,ACVA,Internet Retail
4256,ZIM,Marine Shipping
4257,CING,Pharmaceuticals: Major
4258,IPDN,Commercial Printing/Forms
4259,VERX,Packaged Software
4260,AQNU,Electric Utilities
4261,ACER,Pharmaceuticals: Major
4262,AMPS,Alternative Power Generation
4263,RKLB,Aerospace & Defense
4264,EVOK,Pharmaceuticals: Major
4265,PLUR,Biotechnology
4266,BIVI,Biotechnology
4267,ASLN,Biotechnology
4268,FRSX,Auto Parts: OEM
4269,COE,Internet Software/Services
4270,APDN,Biotechnology
4271,CRON,Agricultural Commodities/Milling
4272,NCNA,Biotechnology
4273,TIXT,Information Technology Services
4274,SNMP,Oil & Gas Pipelines
4275,MITQ,Electronics/Appliances
4276,RKT,Finance/Rental/Leasing
4277,NEPT,Pharmaceuticals: Other
4278,NERV,Pharmaceuticals: Major
4279,CRDF,Medical Specialties
4280,MRM,Other Consumer Services
4281,DCT,Packaged Software
4282,SELB,Biotechnology
4283,RIBT,Agricultural Commodities/Milling
4284,EDR,Media Conglomerates
4285,YELL,Trucking
4286,ONCT,Pharmaceuticals: Major
4287,PPBT,Pharmaceuticals: Major
4288,ARRY,Semiconductors
4289,OCX,Biotechnology
4290,KARO,Packaged Software
4291,AVTX,Pharmaceuticals: Major
4292,GRND,Internet Software/Services
4293,EVCM,Packaged Software
4294,AGE,Pharmaceuticals: Major
4295,AGLE,Biotechnology
4296,LTRPA,Internet Software/Services
4297,BURU,Electronic Components
4298,VBNK,Regional Banks
4299,HGTY,Property/Casualty Insurance
4300,BLRX,Pharmaceuticals: Major
4301,GLSI,Biotechnology
4302,MBRX,Pharmaceuticals: Major
4303,LNSR,Medical Specialties
4304,IONQ,Computer Processing Hardware
4305,BVXV,Pharmaceuticals: Other
4306,CTKB,Medical Specialties
4307,RGF,Food: Major Diversified
4308,AGIL,Information Technology Services
4309,ADPT,Biotechnology
4310,RCAT,Data Processing Services
4311,ALIM,Pharmaceuticals: Major
4312,HYLN,Auto Parts: OEM
4313,LEDS,Semiconductors
4314,EWTX,Biotechnology
4315,ANTE,Advertising/Marketing Services
4316,SPRO,Biotechnology
4317,YMAB,Pharmaceuticals: Major
4318,PRSO,Semiconductors
4319,SGHT,Medical Specialties
4320,LANV,Apparel/Footwear
4321,AULT,Electrical Products
4322,SUMO,Packaged Software
4323,ICD,Contract Drilling
4324,PSNL,Medical/Nursing Services
4325,UCL,Information Technology Services
4326,PHAT,Pharmaceuticals: Major
4327,ZOM,Pharmaceuticals: Major
4328,IAC,Internet Software/Services
4329,AKU,Medical/Nursing Services
4330,STER,Data Processing Services
4331,CKPT,Pharmaceuticals: Major
4332,ELBM,Other Metals/Minerals
4333,MREO,Biotechnology
4334,DFH,Internet Software/Services
4335,NGMS,Packaged Software
4336,VNCE,Apparel/Footwear
4337,SST,Packaged Software
4338,MOR,Biotechnology
4339,ZEPP,Other Consumer Specialties
4340,PRM,Chemicals: Major Diversified
4341,TENX,Pharmaceuticals: Major
4342,JOBY,Aerospace & Defense
4343,DDI,Packaged Software
4344,CRBP,Pharmaceuticals: Major
4345,SLGG,Internet Software/Services
4346,CTIC,Pharmaceuticals: Major
4347,OPT,Biotechnology
4348,BLNK,Other Consumer Services
4349,ARMP,Biotechnology
4350,MEIP,Pharmaceuticals: Major
4351,OM,Medical Specialties
4352,CAPR,Pharmaceuticals: Major
4353,STEM,Electrical Products
4354,EGLE,Marine Shipping
4355,CBIO,Biotechnology
4356,FLUX,Other Consumer Services
4357,NGM,Biotechnology
4358,ZYNE,Pharmaceuticals: Major
4359,PTLO,Restaurants
4360,RDHL,Pharmaceuticals: Major
4361,BFI,Restaurants
4362,OPRT,Finance/Rental/Leasing
4363,CIH,Internet Software/Services
4364,WTER,Beverages: Non-Alcoholic
4365,LMNL,Biotechnology
4366,PLAG,Food: Specialty/Candy
4367,RLAY,Biotechnology
4368,DLPN,Advertising/Marketing Services
4369,MAX,Information Technology Services
4370,CREX,Advertising/Marketing Services
4371,MOBQ,Advertising/Marketing Services
4372,PAVM,Medical Specialties
4373,BOXL,Computer Peripherals
4374,VLN,Semiconductors
4375,GRTS,Biotechnology
4376,VBLT,Biotechnology
4377,DASH,Internet Software/Services
4378,MCVT,Financial Conglomerates
4379,BLPH,Pharmaceuticals: Major
4380,MTEM,Biotechnology
4381,NVNO,Medical Specialties
4382,SGHC,Casinos/Gaming
4383,SURF,Biotechnology
4384,XMTR,Metal Fabrication
4385,PTRA,Motor Vehicles
4386,GNTA,Pharmaceuticals: Major
4387,NLTX,Biotechnology
4388,IOT,Packaged Software
4389,BBIG,Industrial Conglomerates
4390,UWMC,Finance/Rental/Leasing
4391,APVO,Biotechnology
4392,NCNO,Packaged Software
4393,FUSN,Pharmaceuticals: Major
4394,CYCN,Pharmaceuticals: Major
4395,AMRX,Pharmaceuticals: Major
4396,TARS,Pharmaceuticals: Major
4397,RZLT,Pharmaceuticals: Major
4398,SASI,Packaged Software
4399,AURA,Biotechnology
4400,OPTN,Pharmaceuticals: Major
4401,RVLP,Pharmaceuticals: Major
4402,BYND,Food Retail
4403,MRIN,Packaged Software
4404,SY,Internet Software/Services
4405,WWR,Other Metals/Minerals
4406,GMDA,Pharmaceuticals: Major
4407,SNOA,Pharmaceuticals: Major
4408,IMMX,Pharmaceuticals: Major
4409,LYFT,Other Transportation
4410,IFRX,Biotechnology
4411,LPTX,Biotechnology
4412,FROG,Packaged Software
4413,LODE,Chemicals: Specialty
4414,ZNTL,Biotechnology
4415,GNUS,Movies/Entertainment
4416,LVOX,Packaged Software
4417,BRDG,Investment Managers
4418,MGTA,Pharmaceuticals: Major
4419,ONON,Apparel/Footwear
4420,MYPS,Packaged Software
4421,BZ,Internet Software/Services
4422,JNCE,Biotechnology
4423,AEZS,Pharmaceuticals: Major
4424,RMBL,Specialty Stores
4425,AEHL,Building Products
4426,AMBP,Containers/Packaging
4427,AMRS,Food: Specialty/Candy
4428,QD,Internet Software/Services
4429,RDW,Aerospace & Defense
4430,GNFT,Pharmaceuticals: Major
4431,CEAD,Trucks/Construction/Farm Machinery
4432,FORA,Packaged Software
4433,KLTR,Packaged Software
4434,VIRX,Biotechnology
4435,NBY,Pharmaceuticals: Major
4436,UAVS,Aerospace & Defense
4437,CLSK,Data Processing Services
4438,VCNX,Biotechnology
4439,IVA,Biotechnology
4440,OMGA,Biotechnology
4441,FCUV,Advertising/Marketing Services
4442,VJET,Information Technology Services
4443,CRVS,Pharmaceuticals: Major
4444,FRSH,Packaged Software
4445,VIOT,Electronics/Appliances
4446,BW,Electronic Equipment/Instruments
4447,FUBO,Internet Software/Services
4448,HOOD,Packaged Software
4449,PDSB,Pharmaceuticals: Major
4450,NCSM,Oilfield Services/Equipment
4451,NNDM,Industrial Machinery
4452,ACET,Pharmaceuticals: Major
4453,MIRO,Biotechnology
4454,SLNO,Pharmaceuticals: Major
4455,PHVS,Pharmaceuticals: Major
4456,MCLD,Packaged Software
4457,EDSA,Pharmaceuticals: Major
4458,PRPO,Medical/Nursing Services
4459,BLBX,Packaged Software
4460,RNW,Alternative Power Generation
4461,AQST,Pharmaceuticals: Major
4462,DMS,Miscellaneous Commercial Services
4463,OTLK,Pharmaceuticals: Major
4464,MRKR,Biotechnology
4465,NETI,Electric Utilities
4466,ATER,Internet Retail
4467,ABEO,Pharmaceuticals: Major
4468,ONTF,Packaged Software
4469,PLTK,Packaged Software
4470,AGBA,Investment Managers
4471,SNPO,Miscellaneous Commercial Services
4472,AIH,Medical/Nursing Services
4473,OGEN,Pharmaceuticals: Major
4474,PLTR,Packaged Software
4475,ABIO,Pharmaceuticals: Major
4476,INVZ,Electrical Products
4477,ENLV,Biotechnology
4478,IDW,Publishing: Books/Magazines
4479,ZKIN,Industrial Machinery
4480,BWAY,Medical Specialties
4481,WINT,Pharmaceuticals: Major
4482,UFAB,Auto Parts: OEM
4483,ATXS,Pharmaceuticals: Major
4484,BON,Biotechnology
4485,MIST,Pharmaceuticals: Major
4486,BKSY,Packaged Software
4487,SCYX,Pharmaceuticals: Major
4488,IHS,Engineering & Construction
4489,NXGL,Chemicals: Specialty
4490,GXO,Air Freight/Couriers
4491,WMPN,Savings Banks
4492,TOST,Packaged Software
4493,ARAV,Biotechnology
4494,ALLK,Pharmaceuticals: Major
4495,AKTX,Biotechnology
4496,TCN,Real Estate Development
4497,SQFT,Real Estate Investment Trusts
4498,CUEN,Internet Software/Services
4499,MNPR,Biotechnology
4500,GBNH,Medical/Nursing Services
4501,INM,Pharmaceuticals: Major
4502,BYSI,Pharmaceuticals: Major
4503,BTCM,Data Processing Services
4504,PED,Oilfield Services/Equipment
4505,NMRD,Medical Specialties
4506,BNRE,Financial Conglomerates
4507,LFST,Medical/Nursing Services
4508,KLXE,Oil & Gas Production
4509,VMAR,Recreational Products
4510,NU,Information Technology Services
4511,GCTK,Medical Specialties
4512,RETO,Other Metals/Minerals
4513,CDRO,Movies/Entertainment
4514,SERA,Medical/Nursing Services
4515,GATO,Precious Metals
4516,CYAD,Biotechnology
4517,FEDU,Other Consumer Services
4518,TOVX,Pharmaceuticals: Major
4519,AGRI,Miscellaneous Commercial Services
4520,CPNG,Internet Retail
4521,CANF,Pharmaceuticals: Major
4522,VZIO,Internet Software/Services
4523,LEJU,Real Estate Development
4524,TSVT,Pharmaceuticals: Major
4525,WORX,Packaged Software
4526,YALA,Internet Software/Services
4527,AZYO,Biotechnology
4528,FLNC,Electrical Products
4529,HUMA,Biotechnology
4530,ADN,Semiconductors
4531,SHCO,Miscellaneous Commercial Services
4532,QLI,Pharmaceuticals: Major
4533,RPTX,Pharmaceuticals: Major
4534,VTGN,Biotechnology
4535,MDWT,Life/Health Insurance
4536,YCBD,Pharmaceuticals: Other
4537,WOOF,Internet Retail
4538,BLIN,Information Technology Services
4539,BEKE,Internet Software/Services
4540,NMTC,Medical Specialties
4541,BBAI,Packaged Software
4542,NTCO,Household/Personal Care
4543,SYRS,Biotechnology
4544,TRMR,Advertising/Marketing Services
4545,ACHR,Aerospace & Defense
4546,VERV,Biotechnology
4547,BEDU,Other Consumer Services
4548,AUGX,Miscellaneous Commercial Services
4549,OPTT,Electrical Products
4550,JG,Data Processing Services
4551,TCON,Pharmaceuticals: Major
4552,VFF,Investment Trusts/Mutual Funds
4553,ACST,Pharmaceuticals: Major
4554,SIEN,Medical Specialties
4555,ENFN,Packaged Software
4556,BKYI,Packaged Software
4557,ELOX,Biotechnology
4558,NRIX,Pharmaceuticals: Major
4559,MYNA,Telecommunications Equipment
4560,SYBX,Biotechnology
4561,XTNT,Medical Specialties
4562,NPCE,Medical Specialties
4563,LTRN,Pharmaceuticals: Major
4564,LZ,Miscellaneous Commercial Services
4565,MCW,Other Consumer Services
4566,FHTX,Biotechnology
4567,LIFE,Pharmaceuticals: Major
4568,CD,Data Processing Services
4569,GTLB,Packaged Software
4570,TARA,Pharmaceuticals: Major
4571,ADIL,Pharmaceuticals: Major
4572,KRKR,Internet Software/Services
4573,WKME,Packaged Software
4574,MNDY,Packaged Software
4575,GOTU,Miscellaneous Commercial Services
4576,ANEB,Pharmaceuticals: Major
4577,DCTH,Medical Specialties
4578,KLR,Specialty Telecommunications
4579,CRCT,Wholesale Distributors
4580,RLX,Industrial Conglomerates
4581,DM,Computer Peripherals
4582,AVRO,Biotechnology
4583,VSTA,Packaged Software
4584,QMCO,Computer Peripherals
4585,CMAX,Medical/Nursing Services
4586,FATBB,Restaurants
4587,RBOT,Medical Specialties
4588,GENI,Packaged Software
4589,VEEE,Recreational Products
4590,EVLV,Electronic Equipment/Instruments
4591,MBIO,Pharmaceuticals: Major
4592,SDGR,Packaged Software
4593,SKIL,Packaged Software
4594,YTEN,Chemicals: Agricultural
4595,NAOV,Medical Specialties
4596,CRDL,Biotechnology
4597,TFFP,Pharmaceuticals: Major
4598,MDGS,Medical Specialties
4599,CYCC,Pharmaceuticals: Major
4600,GMGI,Packaged Software
4601,ZVIA,Beverages: Non-Alcoholic
4602,XERS,Biotechnology
4603,TRVN,Pharmaceuticals: Major
4604,IPA,Biotechnology
4605,DOYU,Miscellaneous Commercial Services
4606,EKSO,Medical Specialties
4607,PSTV,Pharmaceuticals: Major
4608,IMTE,Electronic Production Equipment
4609,IAS,Packaged Software
4610,FOA,Finance/Rental/Leasing
4611,RKDA,Chemicals: Agricultural
4612,AXLA,Biotechnology
4613,TMC,Other Metals/Minerals
4614,GSMG,Internet Software/Services
4615,CETX,Electronic Equipment/Instruments
4616,EVTV,Auto Parts: OEM
4617,ICLK,Advertising/Marketing Services
4618,DXF,Finance/Rental/Leasing
4619,NURO,Medical Specialties
4620,KXIN,Specialty Stores
4621,LXEH,Miscellaneous Commercial Services
4622,PCSA,Pharmaceuticals: Major
4623,NDRA,Medical Specialties
4624,RGLS,Pharmaceuticals: Major
4625,UDMY,Packaged Software
4626,SISI,Agricultural Commodities/Milling
4627,BACK,Medical/Nursing Services
4628,VOR,Biotechnology
4629,ERYP,Pharmaceuticals: Major
4630,ACCD,Information Technology Services
4631,NFGC,Precious Metals
4632,XM,Packaged Software
4633,GEHI,Other Consumer Services
4634,GRTX,Pharmaceuticals: Major
4635,NH,Packaged Software
4636,RXRX,Biotechnology
4637,JT,Internet Software/Services
4638,GRAB,Other Transportation
4639,EEIQ,Miscellaneous Commercial Services
4640,TGAN,Semiconductors
4641,FIXX,Pharmaceuticals: Major
4642,MVST,Electrical Products
4643,NXTP,Advertising/Marketing Services
4644,CHRA,Environmental Services
4645,DADA,Air Freight/Couriers
4646,HAYW,Recreational Products
4647,GLBS,Marine Shipping
4648,INFA,Packaged Software
4649,HEPS,Internet Software/Services
4650,MFH,Information Technology Services
4651,NTRB,Medical Specialties
4652,BRTX,Medical Specialties
4653,COUR,Internet Software/Services
4654,VIAO,Electronic Components
4655,NOTE,Internet Software/Services
4656,AGMH,Financial Conglomerates
4657,GTBP,Pharmaceuticals: Major
4658,SXTC,Pharmaceuticals: Major
4659,LTRY,Movies/Entertainment
4660,AYRO,Auto Parts: OEM
4661,INKT,Biotechnology
4662,ATOS,Pharmaceuticals: Major
4663,MXL,Semiconductors
4664,BLCM,Biotechnology
4665,AUTL,Pharmaceuticals: Major
4666,BEEM,Electrical Products
4667,UXIN,Internet Software/Services
4668,CINT,Information Technology Services
4669,CLEU,Miscellaneous Commercial Services
4670,NRDY,Packaged Software
4671,TPST,Pharmaceuticals: Major
4672,NHWK,Pharmaceuticals: Major
4673,AMBO,Other Consumer Services
4674,CHEK,Medical Specialties
4675,VBIV,Biotechnology
4676,AUVI,Industrial Specialties
4677,GLBE,Internet Retail
4678,MAPS,Internet Software/Services
4679,MXCT,Biotechnology
4680,SHCR,Internet Software/Services
4681,REVB,Biotechnology
4682,GOSS,Pharmaceuticals: Major
4683,RNLX,Packaged Software
4684,DSEY,Household/Personal Care
4685,ME,Biotechnology
4686,POAI,Medical Specialties
4687,GROY,Other Metals/Minerals
4688,COCP,Pharmaceuticals: Major
4689,LDI,Finance/Rental/Leasing
4690,CNTG,Miscellaneous Commercial Services
4691,HLLY,Auto Parts: OEM
4692,LSPD,Real Estate Development
4693,WKEY,Semiconductors
4694,CYXT,Data Processing Services
4695,BTB,Data Processing Services
4696,NBTX,Medical Specialties
4697,RIDE,Motor Vehicles
4698,YJ,Catalog/Specialty Distribution
4699,ANNX,Pharmaceuticals: Major
4700,LIZI,Packaged Software
4701,MIGI,Internet Software/Services
4702,SONX,Medical Specialties
4703,ARDS,Pharmaceuticals: Major
4704,CYBN,Pharmaceuticals: Major
4705,PALI,Pharmaceuticals: Major
4706,GHSI,Pharmaceuticals: Other
4707,MULN,Internet Software/Services
4708,ABCL,Biotechnology
4709,LYRA,Pharmaceuticals: Major
4710,VAPO,Medical Specialties
4711,XPEV,Motor Vehicles
4712,ROVR,Specialty Stores
4713,XGN,Medical/Nursing Services
4714,OPFI,Internet Software/Services
4715,WIMI,Packaged Software
4716,KPLT,Miscellaneous Commercial Services
4717,EVLO,Pharmaceuticals: Major
4718,PLBY,Other Consumer Services
4719,OLB,Internet Software/Services
4720,SPRU,Electric Utilities
4721,QUBT,Information Technology Services
4722,FUV,Motor Vehicles
4723,ONDS,Telecommunications Equipment
4724,BNTC,Biotechnology
4725,EVTL,Aerospace & Defense
4726,VNTR,Chemicals: Specialty
4727,SONN,Biotechnology
4728,EAST,Advertising/Marketing Services
4729,HOFV,Movies/Entertainment
4730,RERE,Internet Retail
4731,GOVX,Biotechnology
4732,XBIO,Pharmaceuticals: Major
4733,VAXX,Biotechnology
4734,DLO,Packaged Software
4735,IONM,Medical/Nursing Services
4736,U,Packaged Software
4737,RENT,Internet Retail
4738,DH,Packaged Software
4739,ANGH,Internet Software/Services
4740,HTGM,Miscellaneous Commercial Services
4741,VRAR,Packaged Software
4742,BCEL,Biotechnology
4743,INVO,Medical Specialties
4744,ATXI,Pharmaceuticals: Major
4745,NAUT,Biotechnology
4746,HTOO,Chemicals: Specialty
4747,RSI,Casinos/Gaming
4748,JSPR,Biotechnology
4749,IMUX,Pharmaceuticals: Major
4750,MDXH,Medical Specialties
4751,GHRS,Pharmaceuticals: Major
4752,AMTD,Investment Banks/Brokers
4753,CLXT,Miscellaneous Commercial Services
4754,SECO,Apparel/Footwear Retail
4755,PULM,Pharmaceuticals: Major
4756,HUGE,Agricultural Commodities/Milling
4757,INDP,Pharmaceuticals: Major
4758,CFMS,Medical Specialties
4759,TCRR,Pharmaceuticals: Major
4760,PLXP,Pharmaceuticals: Major
4761,ALLG,Specialty Stores
4762,HUIZ,Insurance Brokers/Services
4763,LVTX,Biotechnology
4764,GGR,Motor Vehicles
4765,TLRY,Agricultural Commodities/Milling
4766,FTCI,Packaged Software
4767,DIBS,Internet Retail
4768,RCRT,Personnel Services
4769,VLD,Industrial Machinery
4770,ASPU,Other Consumer Specialties
4771,DSP,Packaged Software
4772,LKCO,Packaged Software
4773,HYMC,Precious Metals
4774,ACHV,Pharmaceuticals: Major
4775,CRBU,Biotechnology
4776,HSTO,Biotechnology
4777,TBLA,Internet Software/Services
4778,GWAV,Miscellaneous Commercial Services
4779,MNTS,Aerospace & Defense
4780,TXMD,Pharmaceuticals: Major
4781,DOCN,Packaged Software
4782,AIRS,Medical Specialties
4783,BRZE,Internet Software/Services
4784,SPI,Semiconductors
4785,COMP,Packaged Software
4786,GAME,Packaged Software
4787,IOBT,Biotechnology
4788,RWLK,Medical Specialties
4789,QSI,Packaged Software
4790,DTIL,Biotechnology
4791,SOS,Internet Software/Services
4792,OCGN,Pharmaceuticals: Major
4793,GWH,Electrical Products
4794,SNPX,Pharmaceuticals: Major
4795,ECOR,Medical Specialties
4796,ALVR,Biotechnology
4797,PRCH,Internet Software/Services
4798,GLTO,Pharmaceuticals: Major
4799,LU,Internet Software/Services
4800,LRMR,Biotechnology
4801,CMPS,Biotechnology
4802,AHG,Internet Retail
4803,APRN,Specialty Stores
4804,EQ,Biotechnology
4805,LMFA,Miscellaneous Commercial Services
4806,SLS,Pharmaceuticals: Major
4807,SLDP,Electrical Products
4808,RANI,Biotechnology
4809,MYTE,Internet Retail
4810,SIOX,Pharmaceuticals: Major
4811,MYMD,Pharmaceuticals: Major
4812,CFRX,Biotechnology
4813,SEMR,Packaged Software
4814,KORE,Information Technology Services
4815,GOEV,Motor Vehicles
4816,IINN,Medical Specialties
4817,OBSV,Pharmaceuticals: Major
4818,DOUG,Real Estate Development
4819,KPRX,Pharmaceuticals: Major
4820,SHIP,Marine Shipping
4821,NVTS,Semiconductors
4822,ADV,Advertising/Marketing Services
4823,OLO,Packaged Software
4824,LGMK,Computer Communications
4825,BEST,Air Freight/Couriers
4826,NUVB,Biotechnology
4827,STAF,Personnel Services
4828,PETZ,Food: Specialty/Candy
4829,REAL,Internet Retail
4830,CTRM,Marine Shipping
4831,CWBR,Biotechnology
4832,HOOK,Biotechnology
4833,ARTL,Pharmaceuticals: Major
4834,AI,Packaged Software
4835,LUNG,Medical Specialties
4836,GRNQ,Investment Managers
4837,VS,Packaged Software
4838,IH,Internet Software/Services
4839,CMMB,Biotechnology
4840,OCFT,Packaged Software
4841,CELU,Miscellaneous Commercial Services
4842,LITM,Chemicals: Agricultural
4843,SDC,Medical Specialties
4844,NNOX,Medical Specialties
4845,ICCM,Medical Specialties
4846,ELDN,Pharmaceuticals: Major
4847,ORTX,Pharmaceuticals: Major
4848,CCCC,Biotechnology
4849,AGRX,Pharmaceuticals: Major
4850,NOVN,Pharmaceuticals: Major
4851,MASS,Medical Specialties
4852,XFOR,Biotechnology
4853,VTEX,Information Technology Services
4854,SNAX,Food: Specialty/Candy
4855,SMWB,Packaged Software
4856,BTOG,Food: Meat/Fish/Dairy
4857,UPC,Pharmaceuticals: Major
4858,UBX,Biotechnology
4859,NMTR,Biotechnology
4860,VYNT,Biotechnology
4861,CYTO,Biotechnology
4862,ADXN,Pharmaceuticals: Major
4863,CIFR,Data Processing Services
4864,JOAN,Specialty Stores
4865,ANY,Information Technology Services
4866,TANH,Chemicals: Specialty
4867,VWE,Beverages: Alcoholic
4868,KALA,Pharmaceuticals: Major
4869,SNDL,Agricultural Commodities/Milling
4870,BIGC,Packaged Software
4871,ICVX,Pharmaceuticals: Major
4872,HMPT,Finance/Rental/Leasing
4873,NEOV,Electrical Products
4874,CLRB,Pharmaceuticals: Major
4875,KBNT,Packaged Software
4876,RPHM,Biotechnology
4877,RBLX,Packaged Software
4878,GEVO,Chemicals: Specialty
4879,METX,Miscellaneous Commercial Services
4880,BKKT,Miscellaneous Commercial Services
4881,MTC,Information Technology Services
4882,AIHS,Finance/Rental/Leasing
4883,HSDT,Medical Specialties
4884,COMS,Telecommunications Equipment
4885,TTOO,Medical Specialties
4886,INAB,Biotechnology
4887,BNR,Medical/Nursing Services
4888,EVAX,Biotechnology
4889,YGMZ,Trucking
4890,WBX,Electronic Equipment/Instruments
4891,PRFX,Pharmaceuticals: Major
4892,GBIO,Pharmaceuticals: Major
4893,CLNN,Pharmaceuticals: Major
4894,STIX,Electronics Distributors
4895,HNST,Specialty Stores
4896,LFLY,Commercial Printing/Forms
4897,PATH,Packaged Software
4898,INZY,Pharmaceuticals: Major
4899,SQL,Pharmaceuticals: Major
4900,APM,Pharmaceuticals: Major
4901,TC,Miscellaneous Commercial Services
4902,DFFN,Pharmaceuticals: Major
4903,WEAV,Packaged Software
4904,ELYM,Biotechnology
4905,ATNX,Pharmaceuticals: Major
4906,TRKA,Advertising/Marketing Services
4907,DGHI,Data Processing Services
4908,ENVX,Electrical Products
4909,MQ,Miscellaneous Commercial Services
4910,HGEN,Biotechnology
4911,LMND,Property/Casualty Insurance
4912,NRGV,Electrical Products
4913,HARP,Biotechnology
4914,KNTE,Pharmaceuticals: Major
4915,ITRG,Precious Metals
4916,MDNA,Biotechnology
4917,FTHM,Packaged Software
4918,UTME,Telecommunications Equipment
4919,GDRX,Internet Software/Services
4920,ORIC,Pharmaceuticals: Major
4921,MOVE,Packaged Software
4922,FIGS,Apparel/Footwear
4923,TOI,Medical/Nursing Services
4924,SNTG,Finance/Rental/Leasing
4925,GRCL,Biotechnology
4926,SVFD,Household/Personal Care
4927,BLZE,Computer Peripherals
4928,EQRX,Pharmaceuticals: Major
4929,TUYA,Packaged Software
4930,DSGN,Biotechnology
4931,EXAI,Miscellaneous Commercial Services
4932,LEV,Motor Vehicles
4933,TSAT,Specialty Telecommunications
4934,BOLT,Pharmaceuticals: Major
4935,MPLN,Data Processing Services
4936,UGRO,Miscellaneous Commercial Services
4937,SHPW,Commercial Printing/Forms
4938,COOK,Electronics/Appliances
4939,MIMO,Computer Communications
4940,ALRN,Pharmaceuticals: Major
4941,STSA,Pharmaceuticals: Major
4942,MOLN,Biotechnology
4943,HEPA,Pharmaceuticals: Major
4944,BFLY,Medical Specialties
4945,SES,Electrical Products
4946,MKFG,Industrial Machinery
4947,RXT,Data Processing Services
4948,AEVA,Semiconductors
4949,CANO,Medical/Nursing Services
4950,HYZN,Motor Vehicles
4951,FBRX,Biotechnology
4952,DRTS,Medical Specialties
4953,HCP,Packaged Software
4954,CFLT,Packaged Software
4955,ADSE,Electrical Products
4956,IKNA,Biotechnology
4957,NXPL,Precious Metals
4958,TASK,Miscellaneous Commercial Services
4959,CURI,Movies/Entertainment
4960,CMRA,Pharmaceuticals: Major
4961,S,Packaged Software
4962,OB,Packaged Software
4963,TLS,Information Technology Services
4964,PMVP,Miscellaneous Commercial Services
4965,NN,Packaged Software
4966,CNTA,Pharmaceuticals: Major
4967,MYO,Medical Distributors
4968,AIP,Semiconductors
4969,SGBX,Metal Fabrication
4970,DERM,Pharmaceuticals: Major
4971,PTIX,Pharmaceuticals: Major
4972,PHIO,Biotechnology
4973,QS,Electrical Products
4974,ITRM,Pharmaceuticals: Major
4975,NBRV,Pharmaceuticals: Major
4976,PHGE,Biotechnology
4977,SLQT,Multi-Line Insurance
4978,ADCT,Pharmaceuticals: Major
4979,PBLA,Pharmaceuticals: Major
4980,MOTS,Medical Specialties
4981,UP,Airlines
4982,BHIL,Miscellaneous Commercial Services
4983,OCG,Specialty Stores
4984,AMWL,Internet Software/Services
4985,PSFE,Miscellaneous Commercial Services
4986,HCDI,Real Estate Development
4987,DNMR,Chemicals: Specialty
4988,BIOC,Medical Specialties
4989,SLDB,Biotechnology
4990,IPW,Internet Retail
4991,IMRX,Pharmaceuticals: Major
4992,FREQ,Biotechnology
4993,LIAN,Biotechnology
4994,IKT,Pharmaceuticals: Major
4995,CVAC,Pharmaceuticals: Major
4996,LVLU,Internet Retail
4997,GLUE,Biotechnology
4998,EOSE,Electrical Products
4999,APLT,Pharmaceuticals: Major
5000,LGVN,Biotechnology
5001,QTT,Internet Software/Services
5002,VVOS,Medical Specialties
5003,ALPP,Electronic Components
5004,SPIR,Packaged Software
5005,BDSX,Medical/Nursing Services
5006,XXII,Biotechnology
5007,BZFD,Internet Software/Services
5008,APTX,Pharmaceuticals: Major
5009,CNTX,Pharmaceuticals: Major
5010,LGHL,Investment Banks/Brokers
5011,RSLS,Medical Specialties
5012,XRTX,Pharmaceuticals: Major
5013,EZFL,Packaged Software
5014,BRLT,Specialty Stores
5015,IPSC,Biotechnology
5016,MTP,Pharmaceuticals: Major
5017,ALZN,Pharmaceuticals: Major
5018,XCUR,Biotechnology
5019,FEMY,Electronic Equipment/Instruments
5020,DDL,Internet Retail
5021,PBTS,Packaged Software
